epoch,recon,kl,acc
1,1.6076380902645635,0.12479373396975764,0.5292693014968844
2,1.3867131495008282,0.4118787633145557,0.5564567563580531
3,1.2819841796276616,0.9441487736561719,0.5870660409039142
4,1.2412614775638955,1.5762164218752992,0.6012589428939071
5,1.249590280009251,1.1592940395953608,0.6179374731054493
6,1.1831614340052885,1.6406957705815632,0.6386928663534277
7,1.1517252290950102,1.8743061645358217,0.6467164030262068
8,1.145776909940383,1.6473244639003979,0.646922885202894
9,1.0682498567244585,1.8334008805892046,0.6580909782764959
10,1.046566362474479,1.7572155372769225,0.6595541156974494
11,1.1123593695023481,1.8030418718562407,0.6530091838509429
12,1.0185090642349393,1.6176095289342545,0.6617120130389345
13,0.9668431433976865,1.6815393765767415,0.6799744835086897
14,0.9415857137418261,1.6244526447034349,0.6856656495262595
15,0.9325453346850825,1.5283064561731674,0.6904450526424483
16,0.9026542352695092,1.5102308334088792,0.6977672191227183
17,0.8715203649857465,1.5646584127463548,0.7068921584709018
18,0.8598284569441104,1.5109378987667608,0.707317895749036
19,0.8994903833258385,1.42922310034434,0.69921680875853
20,0.8377625743548075,1.5065374514635872,0.7202285259377723
21,0.8269693196988573,1.4458329958074234,0.722721120890449
22,0.837820709920397,1.394221072103463,0.7223036955384647
23,0.7987417239768833,1.4069795912387324,0.7311813211908528
24,0.7860055507398119,1.4238849457572489,0.7324609382479799
25,0.7635733344975639,1.3497241875704598,0.743798716395509
26,0.7398863288701749,1.4057493583828795,0.7467268670306486
27,0.7290069075191722,1.4118839034847184,0.7506938471513636
28,0.7233044750550214,1.376530974519019,0.7519797752885258
29,0.7067647249090905,1.3636901495503444,0.7568435505324719
30,0.6847691541793299,1.385834016051947,0.7618481996012669
31,0.6649668573164472,1.369564269103256,0.7691405485658085
32,0.6455112625570858,1.3562691983054667,0.7746730516938602
33,0.6107931394203037,1.3991227126589008,0.7849892377853394
34,0.6031861363672743,1.425682222141939,0.7874614619741253
35,0.5772824234822217,1.4511144207973106,0.7957315620254067
36,0.5644077664496852,1.4750630808811562,0.799439952653997
37,0.5563725881716785,1.4699487452413522,0.8018501190578237
38,0.5280382790986229,1.4930509959950167,0.8102027341431263
39,0.5160099086808223,1.5273340543111165,0.8139059356614655
40,0.500168945275101,1.514303443478603,0.8189465111377192
41,0.486248606560277,1.5602370640810799,0.8249580813389198
42,0.46747730818449285,1.580199547842437,0.8301178614298502
43,0.45644622223049985,1.5878118510339774,0.8336488277304406
44,0.4374290494357838,1.610276743477466,0.8406346697433322
45,0.4387778394362506,1.6086286329755597,0.8405516486541897
46,0.40299810498368505,1.6581286075068455,0.8520746347950954
47,0.3693019122469659,1.7007820793226653,0.8641571040247001
48,0.3638085202843535,1.6947221779355817,0.8657488074957156
49,0.35259121919379516,1.6826388555414535,0.87036452924504
50,0.3407514603698955,1.6928948865217321,0.8738599793583739
51,0.32923272339736714,1.7336359117545335,0.8790078373516307
52,0.3163834830709532,1.7362631535997577,0.8831864151300168
53,0.33421290096114664,1.6774133256837434,0.8783011494898328
54,0.33399100017313865,1.6777721175960465,0.8782877653252845
55,0.29134055826009486,1.765458534745609,0.8927765769117019
56,0.24115637879745633,1.8240257221109726,0.9104015721994287
57,0.2141637022004408,1.8361877062741447,0.920453731920205
58,0.19669429665687038,1.8748253864400528,0.9270474092633116
59,0.1954629142202583,1.8877293619455076,0.9273959620326173
60,0.19301343694621442,1.8775989144456153,0.9284372785512138
61,0.19068419582703533,1.8268813853170358,0.9297560371604621
62,0.18557978377622716,1.8259598577723783,0.9314783005153432
63,0.18855721664194966,1.8342041922550576,0.9304879436305925
64,0.1960916527930428,1.780975949530508,0.9285891091122347
65,0.2558484296588337,1.6850096548304838,0.9091102445826811
66,0.270615769367592,1.6465238052255966,0.9032068124004439
67,0.22867276358838176,1.7418504228778915,0.9171808724309883
68,0.16071372946687773,1.8642579176846672,0.9414175725450703
69,0.12182952273710101,1.881930344245013,0.9558324685283736
70,0.09485285429685723,1.8908801312540091,0.9658855480306289
71,0.07740402039067418,1.9351797010384353,0.9721276093931759
72,0.06964548998603634,1.9182353323581172,0.975432483588948
73,0.06454168829847784,1.9010804891586304,0.9771594814225739
74,0.06434093276951827,1.8988018666996676,0.9770608509288115
75,0.0669342587683715,1.890385625409145,0.9759757810947942
76,0.07311622382086866,1.8662966162550683,0.9737447126238954
77,0.09509848554929097,1.8043866134157367,0.9660051289726707
78,0.10787305652218707,1.7760320387634576,0.9610507932363772
79,0.11775651223519269,1.736920384799733,0.9579371622964448
80,0.13756911982508266,1.7212623685014015,0.9515119475476882
81,0.10826485048906476,1.7805316752078486,0.9614968451799131
82,0.09360392435508616,1.7835988834792493,0.9668499067717907
83,0.07665258872450567,1.7625312127319037,0.9727455506137773
84,0.061438131347006444,1.7905324931238211,0.9782350612621681
85,0.048480638649825956,1.7582427683998556,0.9832193208675758
86,0.052876676816274136,1.738678350168116,0.9827516897051942
87,0.10396162778431293,1.652613875912685,0.9643979037509245
88,0.08449523055962488,1.7723003766115974,0.970732358156466
89,0.06143025542591132,1.7602141604704016,0.9786350154409221
90,0.05093918127172133,1.7310439955954458,0.9830403059136634
91,0.04874226180653946,1.7119956507402307,0.9836207838619456
92,0.05296337615479441,1.708079267950619,0.98272284339456
93,0.1268492135054925,1.5903665622075398,0.9605990063910391
94,0.16753066623327778,1.594241782730701,0.9442697880314845
95,0.13927352691397948,1.6812161534440284,0.951542480319154
96,0.08106468537566709,1.7361379254098033,0.9713063765974606
97,0.03275979365057805,1.7681651021919997,0.9893753177979413
98,0.015925513763053744,1.6599212838154214,0.995919782741397
99,0.011632490866616661,1.588003950960496,0.9972314554102281
100,0.010156801363051521,1.5215580790650611,0.9975794822561974
101,0.00915582871575858,1.4814752807804183,0.9979302801337897
102,0.008547332238259852,1.4453635402754241,0.9979786639120064
103,0.008247149003413962,1.4191685727998322,0.9980874236892251
104,0.00742634350214811,1.4122469729068232,0.9982693814763836
105,0.007102997626597975,1.384496995047027,0.9983269677442663
106,0.006698980219844801,1.3644585749682259,0.9984467508746129
107,0.006509507189084794,1.352372686068217,0.9984464925878188
108,0.006192190750666401,1.335300321672477,0.9984729091326395
109,0.005875688082739419,1.3259299105288935,0.9985950764487771
110,0.005684643481657201,1.3181633364920522,0.9986759646266115
111,0.005247002800780476,1.299028758909188,0.9988310266943539
112,0.005334507979854357,1.2950519440220851,0.998754222019046
113,0.005412872017854277,1.2992296849980074,0.998723591075224
114,0.0054651178173063435,1.2859702624526679,0.9986795736294166
115,0.005250716499765129,1.2937197615118587,0.9987079080413369
116,0.00526490756630094,1.298808539614958,0.9987567967059565
117,0.005492443889927338,1.2854078049753226,0.9986447890599569
118,0.005470664085199435,1.2905560638390334,0.9986922892869687
119,0.005574880866333842,1.2732113693274705,0.998590699597901
120,0.005730130440354639,1.2891528770035388,0.998561370606516
121,0.005398498460029562,1.2834147191515155,0.9986658411867478
122,0.005311452660380918,1.2696443094926722,0.9986295489703908
123,0.004320192410994102,1.2373816569646199,0.9990020861812666
124,0.003740689593969899,1.210083704368741,0.9991641979591519
125,0.0032770601466444193,1.1902991696900012,0.99933408054651
126,0.003098694534570563,1.1703410405738681,0.9993497495557747
127,0.0030881815736054207,1.1575708015292299,0.9993311388819826
128,0.0031011720032741628,1.162222754721548,0.9993417309779747
129,0.002998072806946641,1.1466727326898014,0.9993839801526537
130,0.0028399516572700997,1.1504466066173478,0.9993884563446045
131,0.002896456057023184,1.1363905504638074,0.9994213475900537
132,0.002916767260781033,1.1295096056134093,0.99936109196906
133,0.0029264325937986666,1.1443698406219482,0.9993831842553382
134,0.002771583840013573,1.1256255752900068,0.9994280829149134
135,0.0027648026931702215,1.1307651201883953,0.9994237154137855
136,0.0027892512963244727,1.1235262950261433,0.9994077039699928
137,0.002787469402320829,1.1274304506825465,0.9993746829967872
138,0.0026728368670150054,1.1234391810847264,0.999431804114697
139,0.0028413859237095013,1.1196217443428786,0.9994380555900872
140,0.0028128297794062424,1.1055632315429986,0.999407058837367
141,0.002859004885049573,1.1245901526189317,0.9993586201293796
142,0.0029059980434420355,1.1206541856129963,0.9993542070482292
143,0.002934481147402788,1.1215345555660772,0.9993114506497103
144,0.0031145680535986436,1.1290880184547574,0.9992898574062422
145,0.0028000988189459722,1.1335351256763233,0.9993158380190531
146,0.0029913705714302613,1.1179160277048747,0.9993106126785278
147,0.0029785889269345824,1.130453717474844,0.9993127268903396
148,0.0034181910165238614,1.1208931067410637,0.9992535616837296
149,0.002839745825850496,1.12325012216381,0.9993462363878886
150,0.002558587456815967,1.111339195101869,0.9994145211051492
151,0.0021625025718308545,1.0861242635577333,0.9995636741320292
152,0.0021687717332194247,1.062925801557653,0.9995333213432163
153,0.002085450066563984,1.0475200730211593,0.9995854298273722
154,0.0020489993473222735,1.039620765283996,0.99962451060613
155,0.0020906468122905376,1.0347377283900392,0.9996099530481825
156,0.0020412167570754594,1.0402723457299026,0.9995942443024879
157,0.0019893360383552955,1.0348762519219343,0.9995809781785104
158,0.0019480511169497144,1.0338678628790612,0.9996119550630158
159,0.0020718158179364515,1.0375774514441396,0.9995728403914208
160,0.0020245024660492644,1.0347675517493604,0.9995604040575963
161,0.002040961373816518,1.024393433449315,0.9995431841588488
162,0.0019544345148674704,1.0392460811371897,0.9996176525658252
163,0.001961940628996886,1.017793308286106,0.9996007260154275
164,0.001962417606538271,1.0080570181210835,0.9996147681685055
165,0.002068522249293678,1.025416096051534,0.999540927363377
166,0.0020333250445843326,1.0130620470233993,0.9995828329348097
167,0.001924967497139804,1.023024251648024,0.9995974349040612
